No.,Time,Source,Destination,Protocol,Length,Info,,,Time 1,Time 2,,Delay 
1026,26.338485,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,https(443)  >  49334 [ACK] Seq=165706 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1027,26.338847,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,"https(443)  >  49334 [PSH, ACK] Seq=167106 Ack=2098 Win=24480 Len=1400 [TCP segment of a reassembled PDU]",,,,,,
1028,26.338875,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=168506 Win=65792 Len=0,,,,,,
1029,26.341826,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TLSv1.3,1454,Application Data [TCP segment of a reassembled PDU],,,,,,
1030,26.342054,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TLSv1.3,920,Application Data,,,,,,
1031,26.342076,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2098 Ack=170772 Win=65792 Len=0,,,,,,
1033,26.358235,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,https(443)  >  49335 [ACK] Seq=5096 Ack=3588 Win=25984 Len=0,,,,,,
1034,26.392491,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TLSv1.3,1454,Application Data,,,,,,
1035,26.393052,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,"https(443)  >  49335 [PSH, ACK] Seq=6496 Ack=3588 Win=25984 Len=1400 [TCP segment of a reassembled PDU]",,,,,,
1036,26.393057,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,1454,"https(443)  >  49335 [PSH, ACK] Seq=7896 Ack=3588 Win=25984 Len=1400 [TCP segment of a reassembled PDU]",,,,,,
1037,26.393122,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49335  >  https(443) [ACK] Seq=3588 Ack=9296 Win=65792 Len=0,,,,,,
1038,26.409321,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TLSv1.3,1111,Application Data,,,,,,
1040,26.450782,us-browser-notifications.opera.com,MargaGibran-PC,TCP,1354,"https(443)  >  49326 [PSH, ACK] Seq=3960 Ack=754 Win=23136 Len=1300 [TCP segment of a reassembled PDU]",,,,,,
1043,26.61246,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49335  >  https(443) [ACK] Seq=3588 Ack=10353 Win=64512 Len=0,,,,,,
1044,26.650451,MargaGibran-PC,us-browser-notifications.opera.com,TCP,54,49326  >  https(443) [ACK] Seq=754 Ack=5260 Win=65792 Len=0,,,,,,
1166,29.005676,us-browser-notifications.opera.com,MargaGibran-PC,TCP,1354,https(443)  >  49326 [ACK] Seq=5260 Ack=754 Win=23136 Len=1300 [TCP segment of a reassembled PDU],,,,,,
1167,29.126715,us-browser-notifications.opera.com,MargaGibran-PC,TCP,1354,"https(443)  >  49326 [PSH, ACK] Seq=6560 Ack=754 Win=23136 Len=1300 [TCP segment of a reassembled PDU]",,,,,,
1168,29.126782,MargaGibran-PC,us-browser-notifications.opera.com,TCP,54,49326  >  https(443) [ACK] Seq=754 Ack=7860 Win=65792 Len=0,,,,,,
1208,29.29787,us-browser-notifications.opera.com,MargaGibran-PC,TCP,1354,[TCP Spurious Retransmission] https(443)  >  49326 [ACK] Seq=5260 Ack=754 Win=23136 Len=1300 [TCP segment of a reassembled PDU],,,,,,
1210,29.2979,MargaGibran-PC,us-browser-notifications.opera.com,TCP,66,[TCP Dup ACK 1168#1] 49326  >  https(443) [ACK] Seq=754 Ack=7860 Win=65792 Len=0 SLE=5260 SRE=6560,,,,,,
1212,29.30014,us-browser-notifications.opera.com,MargaGibran-PC,TLSv1.2,399,Application Data,,,,,,
1225,29.457734,MargaGibran-PC,us-browser-notifications.opera.com,TLSv1.2,107,Encrypted Alert,,,,,,
1226,29.458087,MargaGibran-PC,us-browser-notifications.opera.com,TCP,54,"49326  >  https(443) [FIN, ACK] Seq=807 Ack=8205 Win=65280 Len=0",,,,,,
1229,29.759555,MargaGibran-PC,us-browser-notifications.opera.com,TCP,107,"[TCP Retransmission] 49326  >  https(443) [FIN, PSH, ACK] Seq=754 Ack=8205 Win=65280 Len=53",,,,,,
1230,29.8991,MargaGibran-PC,i.ytimg.com,TCP,54,"49331  >  https(443) [FIN, ACK] Seq=642 Ack=793 Win=64768 Len=0",,,,,,
1231,29.899349,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,"49336  >  https(443) [FIN, ACK] Seq=582 Ack=3306 Win=65792 Len=0",,,,,,
1232,29.899618,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,"49337  >  https(443) [FIN, ACK] Seq=582 Ack=3306 Win=65792 Len=0",,,,,,
1233,29.89985,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,"49333  >  https(443) [FIN, ACK] Seq=2200 Ack=5779 Win=65792 Len=0",,,,,,
1234,29.900031,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,"49334  >  https(443) [FIN, ACK] Seq=2098 Ack=170772 Win=65792 Len=0",,,,,,
1235,29.900197,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,"49335  >  https(443) [FIN, ACK] Seq=3588 Ack=10353 Win=64512 Len=0",,,,,,
1236,29.900392,MargaGibran-PC,i.ytimg.com,TCP,54,"49332  >  https(443) [FIN, ACK] Seq=1275 Ack=13884 Win=65792 Len=0",,,,,,
1240,30.198532,MargaGibran-PC,i.ytimg.com,TCP,54,"[TCP Out-Of-Order] 49331  >  https(443) [FIN, ACK] Seq=642 Ack=793 Win=64768 Len=0",,,,,,
1241,30.199515,MargaGibran-PC,i.ytimg.com,TCP,54,"[TCP Out-Of-Order] 49332  >  https(443) [FIN, ACK] Seq=1275 Ack=13884 Win=65792 Len=0",,,,,,
1249,30.35967,MargaGibran-PC,us-browser-notifications.opera.com,TCP,107,"[TCP Retransmission] 49326  >  https(443) [FIN, PSH, ACK] Seq=754 Ack=8205 Win=65280 Len=53",,,,,,
1254,30.798542,MargaGibran-PC,i.ytimg.com,TCP,54,"[TCP Out-Of-Order] 49331  >  https(443) [FIN, ACK] Seq=642 Ack=793 Win=64768 Len=0",,,,,,
1255,30.79953,MargaGibran-PC,i.ytimg.com,TCP,54,"[TCP Out-Of-Order] 49332  >  https(443) [FIN, ACK] Seq=1275 Ack=13884 Win=65792 Len=0",,,,,,
1269,31.559566,MargaGibran-PC,us-browser-notifications.opera.com,TCP,107,"[TCP Retransmission] 49326  >  https(443) [FIN, PSH, ACK] Seq=754 Ack=8205 Win=65280 Len=53",,,,,,
1331,31.641349,us-browser-notifications.opera.com,MargaGibran-PC,TCP,54,[TCP Dup ACK 772#1] https(443)  >  49326 [ACK] Seq=8205 Ack=754 Win=23136 Len=0,,,,,,
1336,31.643371,us-browser-notifications.opera.com,MargaGibran-PC,TCP,54,https(443)  >  49326 [ACK] Seq=8205 Ack=808 Win=23200 Len=0,,,,,,
1400,31.713142,us-browser-notifications.opera.com,MargaGibran-PC,TCP,54,"https(443)  >  49326 [FIN, ACK] Seq=8205 Ack=808 Win=23200 Len=0",,,,,,
1401,31.713142,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,https(443)  >  49336 [ACK] Seq=3306 Ack=583 Win=22976 Len=0,,,,,,
1402,31.713143,i.ytimg.com,MargaGibran-PC,TCP,54,https(443)  >  49331 [ACK] Seq=793 Ack=643 Win=23040 Len=0,,,,,,
1403,31.713143,i.ytimg.com,MargaGibran-PC,TCP,54,"https(443)  >  49331 [FIN, ACK] Seq=793 Ack=643 Win=23040 Len=0",,,,,,
1404,31.713173,MargaGibran-PC,us-browser-notifications.opera.com,TCP,54,49326  >  https(443) [ACK] Seq=808 Ack=8206 Win=65280 Len=0,,,,,,
1405,31.713246,MargaGibran-PC,i.ytimg.com,TCP,54,49331  >  https(443) [ACK] Seq=643 Ack=794 Win=64768 Len=0,,,,,,
1406,31.713515,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,https(443)  >  49337 [ACK] Seq=3306 Ack=583 Win=22976 Len=0,,,,,,
1407,31.713515,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,https(443)  >  49334 [ACK] Seq=170772 Ack=2099 Win=24480 Len=0,,,,,,
1408,31.713516,i.ytimg.com,MargaGibran-PC,TCP,54,https(443)  >  49332 [ACK] Seq=13884 Ack=1276 Win=23648 Len=0,,,,,,
1409,31.713516,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,https(443)  >  49333 [ACK] Seq=5779 Ack=2201 Win=24576 Len=0,,,,,,
1410,31.713789,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,https(443)  >  49335 [ACK] Seq=10353 Ack=3589 Win=25984 Len=0,,,,,,
1411,31.713789,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"https(443)  >  49336 [FIN, ACK] Seq=3306 Ack=583 Win=22976 Len=0",,,,,,
1412,31.71379,i.ytimg.com,MargaGibran-PC,TCP,54,"https(443)  >  49332 [FIN, ACK] Seq=13884 Ack=1276 Win=23648 Len=0",,,,,,
1413,31.713809,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49336  >  https(443) [ACK] Seq=583 Ack=3307 Win=65792 Len=0,,,,,,
1414,31.713862,MargaGibran-PC,i.ytimg.com,TCP,54,49332  >  https(443) [ACK] Seq=1276 Ack=13885 Win=65792 Len=0,,,,,,
1415,31.714221,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"https(443)  >  49334 [FIN, ACK] Seq=170772 Ack=2099 Win=24480 Len=0",,,,,,
1416,31.714222,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"https(443)  >  49337 [FIN, ACK] Seq=3306 Ack=583 Win=22976 Len=0",,,,,,
1417,31.714222,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"https(443)  >  49333 [FIN, ACK] Seq=5779 Ack=2201 Win=24576 Len=0",,,,,,
1418,31.714237,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49334  >  https(443) [ACK] Seq=2099 Ack=170773 Win=65792 Len=0,,,,,,
1419,31.714266,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49337  >  https(443) [ACK] Seq=583 Ack=3307 Win=65792 Len=0,,,,,,
1420,31.714295,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49333  >  https(443) [ACK] Seq=2201 Ack=5780 Win=65792 Len=0,,,,,,
1421,31.714482,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"https(443)  >  49335 [FIN, ACK] Seq=10353 Ack=3589 Win=25984 Len=0",,,,,,
1422,31.714483,i.ytimg.com,MargaGibran-PC,TCP,54,"[TCP Out-Of-Order] https(443)  >  49331 [FIN, ACK] Seq=793 Ack=643 Win=23040 Len=0",,,,,,
1423,31.714483,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"[TCP Out-Of-Order] https(443)  >  49336 [FIN, ACK] Seq=3306 Ack=583 Win=22976 Len=0",,,,,,
1424,31.714483,i.ytimg.com,MargaGibran-PC,TCP,54,"[TCP Out-Of-Order] https(443)  >  49332 [FIN, ACK] Seq=13884 Ack=1276 Win=23648 Len=0",,,,,,
1425,31.714484,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"[TCP Out-Of-Order] https(443)  >  49334 [FIN, ACK] Seq=170772 Ack=2099 Win=24480 Len=0",,,,,,
1426,31.7145,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,49335  >  https(443) [ACK] Seq=3589 Ack=10354 Win=64512 Len=0,,,,,,
1427,31.714532,MargaGibran-PC,i.ytimg.com,TCP,54,[TCP ZeroWindow] 49331  >  https(443) [ACK] Seq=643 Ack=794 Win=0 Len=0,,,,,,
1428,31.714549,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,[TCP ZeroWindow] 49336  >  https(443) [ACK] Seq=583 Ack=3307 Win=0 Len=0,,,,,,
1429,31.714565,MargaGibran-PC,i.ytimg.com,TCP,54,[TCP ZeroWindow] 49332  >  https(443) [ACK] Seq=1276 Ack=13885 Win=0 Len=0,,,,,,
1430,31.714581,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,[TCP ZeroWindow] 49334  >  https(443) [ACK] Seq=2099 Ack=170773 Win=0 Len=0,,,,,,
1431,31.714725,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"[TCP Out-Of-Order] https(443)  >  49337 [FIN, ACK] Seq=3306 Ack=583 Win=22976 Len=0",,,,,,
1432,31.714726,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"[TCP Out-Of-Order] https(443)  >  49335 [FIN, ACK] Seq=10353 Ack=3589 Win=25984 Len=0",,,,,,
1433,31.714726,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"[TCP Out-Of-Order] https(443)  >  49333 [FIN, ACK] Seq=5779 Ack=2201 Win=24576 Len=0",,,,,,
1434,31.714726,us-browser-notifications.opera.com,MargaGibran-PC,TCP,54,"[TCP Out-Of-Order] https(443)  >  49326 [FIN, ACK] Seq=8205 Ack=808 Win=23200 Len=0",,,,,,
1435,31.714727,i.ytimg.com,MargaGibran-PC,TCP,54,"[TCP Out-Of-Order] https(443)  >  49331 [FIN, ACK] Seq=793 Ack=643 Win=23040 Len=0",,,,,,
1436,31.714727,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"[TCP Out-Of-Order] https(443)  >  49336 [FIN, ACK] Seq=3306 Ack=583 Win=22976 Len=0",,,,,,
1437,31.714739,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,[TCP ZeroWindow] 49337  >  https(443) [ACK] Seq=583 Ack=3307 Win=0 Len=0,,,,,,
1438,31.714759,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,[TCP ZeroWindow] 49335  >  https(443) [ACK] Seq=3589 Ack=10354 Win=0 Len=0,,,,,,
1439,31.714776,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,[TCP ZeroWindow] 49333  >  https(443) [ACK] Seq=2201 Ack=5780 Win=0 Len=0,,,,,,
1440,31.714792,MargaGibran-PC,us-browser-notifications.opera.com,TCP,54,[TCP ZeroWindow] 49326  >  https(443) [ACK] Seq=808 Ack=8206 Win=0 Len=0,,,,,,
1441,31.714808,MargaGibran-PC,i.ytimg.com,TCP,54,[TCP ZeroWindow] 49331  >  https(443) [ACK] Seq=643 Ack=794 Win=0 Len=0,,,,,,
1442,31.714824,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,[TCP ZeroWindow] 49336  >  https(443) [ACK] Seq=583 Ack=3307 Win=0 Len=0,,,,,,
1443,31.715155,i.ytimg.com,MargaGibran-PC,TCP,54,"[TCP Out-Of-Order] https(443)  >  49332 [FIN, ACK] Seq=13884 Ack=1276 Win=23648 Len=0",,,,,,
1444,31.715156,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"[TCP Out-Of-Order] https(443)  >  49334 [FIN, ACK] Seq=170772 Ack=2099 Win=24480 Len=0",,,,,,
1445,31.715168,MargaGibran-PC,i.ytimg.com,TCP,54,[TCP ZeroWindow] 49332  >  https(443) [ACK] Seq=1276 Ack=13885 Win=0 Len=0,,,,,,
1446,31.715188,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,[TCP ZeroWindow] 49334  >  https(443) [ACK] Seq=2099 Ack=170773 Win=0 Len=0,,,,,,
1448,31.716536,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"[TCP Out-Of-Order] https(443)  >  49337 [FIN, ACK] Seq=3306 Ack=583 Win=22976 Len=0",,,,,,
1449,31.716536,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"[TCP Out-Of-Order] https(443)  >  49335 [FIN, ACK] Seq=10353 Ack=3589 Win=25984 Len=0",,,,,,
1450,31.716537,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"[TCP Out-Of-Order] https(443)  >  49333 [FIN, ACK] Seq=5779 Ack=2201 Win=24576 Len=0",,,,,,
1451,31.716565,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,[TCP ZeroWindow] 49337  >  https(443) [ACK] Seq=583 Ack=3307 Win=0 Len=0,,,,,,
1452,31.716597,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,[TCP ZeroWindow] 49335  >  https(443) [ACK] Seq=3589 Ack=10354 Win=0 Len=0,,,,,,
1453,31.716612,MargaGibran-PC,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,TCP,54,[TCP ZeroWindow] 49333  >  https(443) [ACK] Seq=2201 Ack=5780 Win=0 Len=0,,,,,,
1462,31.771895,i.ytimg.com,MargaGibran-PC,TCP,54,"https(443)  >  49332 [RST, ACK] Seq=13885 Ack=1276 Win=0 Len=0",,,,,,
1463,31.772565,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"https(443)  >  49334 [RST, ACK] Seq=170773 Ack=2099 Win=0 Len=0",,,,,,
1464,31.772566,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"https(443)  >  49336 [RST, ACK] Seq=3307 Ack=583 Win=0 Len=0",,,,,,
1469,31.774073,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"https(443)  >  49337 [RST, ACK] Seq=3307 Ack=583 Win=0 Len=0",,,,,,
1470,31.774074,us-browser-notifications.opera.com,MargaGibran-PC,TCP,54,"https(443)  >  49326 [RST, ACK] Seq=8206 Ack=808 Win=0 Len=0",,,,,,
1475,31.77461,i.ytimg.com,MargaGibran-PC,TCP,54,"https(443)  >  49331 [RST, ACK] Seq=794 Ack=643 Win=0 Len=0",,,,,,
1476,31.77461,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"https(443)  >  49334 [RST, ACK] Seq=170773 Ack=2099 Win=0 Len=0",,,,,,
1477,31.77485,i.ytimg.com,MargaGibran-PC,TCP,54,"https(443)  >  49332 [RST, ACK] Seq=13885 Ack=1276 Win=0 Len=0",,,,,,
1478,31.774851,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"https(443)  >  49335 [RST, ACK] Seq=10354 Ack=3589 Win=0 Len=0",,,,,,
1479,31.774851,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"https(443)  >  49336 [RST, ACK] Seq=3307 Ack=583 Win=0 Len=0",,,,,,
1480,31.774852,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"https(443)  >  49333 [RST, ACK] Seq=5780 Ack=2201 Win=0 Len=0",,,,,,
1481,31.774852,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"https(443)  >  49337 [RST, ACK] Seq=3307 Ack=583 Win=0 Len=0",,,,,,
1482,31.775071,i.ytimg.com,MargaGibran-PC,TCP,54,"https(443)  >  49331 [RST, ACK] Seq=794 Ack=643 Win=0 Len=0",,,,,,
1483,31.775071,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"https(443)  >  49333 [RST, ACK] Seq=5780 Ack=2201 Win=0 Len=0",,,,,,
1484,31.775368,r3.sn-uxa3vhnxa-jb3r.googlevideo.com,MargaGibran-PC,TCP,54,"https(443)  >  49335 [RST, ACK] Seq=10354 Ack=3589 Win=0 Len=0",,,,,,
1629,32.039068,MargaGibran-PC,a38-18.opera.com,TCP,66,49338  >  http(80) [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,
1686,33.110679,a38-18.opera.com,MargaGibran-PC,TCP,66,"http(80)  >  49338 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1400 SACK_PERM=1 WS=4096",,,,,,
1688,33.110746,MargaGibran-PC,a38-18.opera.com,TCP,54,49338  >  http(80) [ACK] Seq=1 Ack=1 Win=65792 Len=0,,,,,,
1689,33.110908,MargaGibran-PC,a38-18.opera.com,HTTP,173,GET /.private/assistserv/OGFX_146_BA_NOTIFICATION_EN_480x150_2_2.mht HTTP/1.1 ,,,,,,
1834,35.026074,a38-18.opera.com,MargaGibran-PC,TCP,54,http(80)  >  49338 [ACK] Seq=1 Ack=120 Win=45056 Len=0,,,,,,
1958,35.697123,a38-18.opera.com,MargaGibran-PC,TCP,1454,http(80)  >  49338 [ACK] Seq=1 Ack=120 Win=45056 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1960,35.697127,a38-18.opera.com,MargaGibran-PC,TCP,1454,http(80)  >  49338 [ACK] Seq=1401 Ack=120 Win=45056 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1961,35.697191,MargaGibran-PC,a38-18.opera.com,TCP,54,49338  >  http(80) [ACK] Seq=120 Ack=2801 Win=65792 Len=0,,,,,,
1962,35.698704,a38-18.opera.com,MargaGibran-PC,TCP,1454,http(80)  >  49338 [ACK] Seq=2801 Ack=120 Win=45056 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1963,35.700032,a38-18.opera.com,MargaGibran-PC,TCP,1454,http(80)  >  49338 [ACK] Seq=4201 Ack=120 Win=45056 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1964,35.700081,MargaGibran-PC,a38-18.opera.com,TCP,54,49338  >  http(80) [ACK] Seq=120 Ack=5601 Win=65792 Len=0,,,,,,
1965,35.703536,a38-18.opera.com,MargaGibran-PC,TCP,1454,http(80)  >  49338 [ACK] Seq=5601 Ack=120 Win=45056 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1966,35.70383,a38-18.opera.com,MargaGibran-PC,TCP,1454,http(80)  >  49338 [ACK] Seq=7001 Ack=120 Win=45056 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1967,35.703862,MargaGibran-PC,a38-18.opera.com,TCP,54,49338  >  http(80) [ACK] Seq=120 Ack=8401 Win=65792 Len=0,,,,,,
1969,35.706078,a38-18.opera.com,MargaGibran-PC,TCP,1454,http(80)  >  49338 [ACK] Seq=8401 Ack=120 Win=45056 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1970,35.708853,a38-18.opera.com,MargaGibran-PC,TCP,1454,http(80)  >  49338 [ACK] Seq=9801 Ack=120 Win=45056 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1971,35.708897,MargaGibran-PC,a38-18.opera.com,TCP,54,49338  >  http(80) [ACK] Seq=120 Ack=11201 Win=65792 Len=0,,,,,,
1972,35.724493,a38-18.opera.com,MargaGibran-PC,TCP,1454,http(80)  >  49338 [ACK] Seq=11201 Ack=120 Win=45056 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1973,35.724804,a38-18.opera.com,MargaGibran-PC,TCP,555,"http(80)  >  49338 [PSH, ACK] Seq=12601 Ack=120 Win=45056 Len=501 [TCP segment of a reassembled PDU]",,,,,,
1974,35.724829,MargaGibran-PC,a38-18.opera.com,TCP,54,49338  >  http(80) [ACK] Seq=120 Ack=13102 Win=65792 Len=0,,,,,,
1975,35.729586,a38-18.opera.com,MargaGibran-PC,TCP,1454,http(80)  >  49338 [ACK] Seq=13102 Ack=120 Win=45056 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1976,35.730092,a38-18.opera.com,MargaGibran-PC,TCP,1454,http(80)  >  49338 [ACK] Seq=14502 Ack=120 Win=45056 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1977,35.730093,a38-18.opera.com,MargaGibran-PC,TCP,110,"http(80)  >  49338 [PSH, ACK] Seq=15902 Ack=120 Win=45056 Len=56 [TCP segment of a reassembled PDU]",,,,,,
1978,35.730094,a38-18.opera.com,MargaGibran-PC,TCP,1454,http(80)  >  49338 [ACK] Seq=15958 Ack=120 Win=45056 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1979,35.730138,MargaGibran-PC,a38-18.opera.com,TCP,54,49338  >  http(80) [ACK] Seq=120 Ack=17358 Win=65792 Len=0,,,,,,
1980,35.746499,a38-18.opera.com,MargaGibran-PC,TCP,1454,http(80)  >  49338 [ACK] Seq=17358 Ack=120 Win=45056 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1981,35.74683,a38-18.opera.com,MargaGibran-PC,TCP,1454,http(80)  >  49338 [ACK] Seq=18758 Ack=120 Win=45056 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1982,35.746859,MargaGibran-PC,a38-18.opera.com,TCP,54,49338  >  http(80) [ACK] Seq=120 Ack=20158 Win=65792 Len=0,,,,,,
1983,35.749703,a38-18.opera.com,MargaGibran-PC,TCP,1454,http(80)  >  49338 [ACK] Seq=20158 Ack=120 Win=45056 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1984,35.768866,a38-18.opera.com,MargaGibran-PC,TCP,1454,http(80)  >  49338 [ACK] Seq=21558 Ack=120 Win=45056 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1985,35.768908,MargaGibran-PC,a38-18.opera.com,TCP,54,49338  >  http(80) [ACK] Seq=120 Ack=22958 Win=65792 Len=0,,,,,,
1986,35.769469,a38-18.opera.com,MargaGibran-PC,TCP,1454,http(80)  >  49338 [ACK] Seq=22958 Ack=120 Win=45056 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1987,35.76947,a38-18.opera.com,MargaGibran-PC,TCP,1454,http(80)  >  49338 [ACK] Seq=24358 Ack=120 Win=45056 Len=1400 [TCP segment of a reassembled PDU],,,,,,
1988,35.769471,a38-18.opera.com,MargaGibran-PC,HTTP,427,HTTP/1.1 200 OK ,,,,,,
1989,35.76949,MargaGibran-PC,a38-18.opera.com,TCP,54,49338  >  http(80) [ACK] Seq=120 Ack=26131 Win=65792 Len=0,,,,,,
2016,35.833215,MargaGibran-PC,a38-18.opera.com,TCP,54,"49338  >  http(80) [FIN, ACK] Seq=120 Ack=26131 Win=65792 Len=0",,,,,,
2157,36.385832,a38-18.opera.com,MargaGibran-PC,TCP,54,"http(80)  >  49338 [FIN, ACK] Seq=26131 Ack=121 Win=45056 Len=0",,,,,,
2159,36.385895,MargaGibran-PC,a38-18.opera.com,TCP,54,49338  >  http(80) [ACK] Seq=121 Ack=26132 Win=65792 Len=0,,,,,,
